LAMMPS (29 Aug 2024 - Update 1)
KOKKOS mode with Kokkos version 4.3.1 is enabled (src/KOKKOS/kokkos.cpp:72)
  will use up to 1 GPU(s) per node
  using 20 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 1.6795962 1.6795962 1.6795962
Created orthogonal box = (0 0 0) to (268.73539 268.73539 268.73539)
  1 by 1 by 1 MPI processor grid
Created 16384000 atoms
  using lattice units in orthogonal box = (0 0 0) to (268.73539 268.73539 268.73539)
  create_atoms CPU = 1.516 seconds
atom nlocal : 16384000, nghost : 0, nmax : 16384000
in PairLJCutKokkos::PairLJCutKokkos, addr 0x55ea9ad74ed0
set use_relative_coord to: 1
set prec_type to half precision
perform Pair::init()
PairLJCutKokkos init m_cutsq[1][1] = 16.000000
initialize p_fhcut to: -1.000000, fhcut_value to -1.000000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
cut_sq in NPairKokkos : 16.000000
Neighbor list info ...
  update: every = 20 steps, delay = 0 steps, check = no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 4.3
  ghost atom cutoff = 4.3
  binsize = 4.3, bins = 63 63 63
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/kk, perpetual
      attributes: full, newton off, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : lj
  Current step  : 0
  Time step     : 0.005
resize x_rel to 18279106
lazy init ev_array
lazy init x_float_rel
x_float_rel extent : 18279106, 3
lazy init x_half_rel
x_half_rel extent : 18279106
Per MPI rank memory allocation (min/avg/max) = 1.286e+04 | 1.286e+04 | 1.286e+04 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   1.44                -7.1046194033708      0                   -4.94461953520674    -5.58944806614584   
        20   0.629698032413932   -5.89145472951638     0                   -4.94690773854606     0.405209548706046  
        40   0.732315818203096   -6.04631900568672     0                   -4.94784534542759    -0.15832966084715   
        60   0.752297878864583   -6.07647270815097     0                   -4.94802595872902    -0.283820419571263  
        80   0.758203174173784   -6.08532981213947     0                   -4.94802512029437    -0.32993869463546   
       100   0.760698358787736   -6.08901894747492     0                   -4.94797147893733    -0.346376746747714  
       120   0.76186100116803    -6.09067389526865     0                   -4.94788246326707    -0.351561946611862  
       140   0.761698662921647   -6.09031369731332     0                   -4.94776577266644    -0.34676159071832   
       160   0.76123326341338    -6.08948638358668     0                   -4.9476365581596     -0.338826288773727  
       180   0.759964587444061   -6.08744452535204     0                   -4.94749771376278    -0.325124108827423  
       200   0.75861987837101    -6.08527313839155     0                   -4.94734339028876    -0.310488598862709  
       220   0.757260146247308   -6.08307713399897     0                   -4.94718698395724    -0.295781829414292  
       240   0.755797525905419   -6.08070521777144     0                   -4.94700899810864    -0.280313565195648  
       260   0.754183766982092   -6.07810451226579     0                   -4.94682893084024    -0.264113552230294  
       280   0.752401614391003   -6.07524221836566     0                   -4.94663986566358    -0.246791126803034  
       300   0.750892487192583   -6.07277516610383     0                   -4.94643650406121    -0.230750655240482  
       320   0.749185172652978   -6.07001179240207     0                   -4.94623410201255    -0.213418073153697  
       340   0.747527018280978   -6.06730039025902     0                   -4.94600993127569    -0.196374744942657  
       360   0.745852673912716   -6.06456621865027     0                   -4.94578727606605    -0.179322848987837  
       380   0.744012735225374   -6.06156048290854     0                   -4.94554144818687    -0.161235893215733  
       400   0.74245556255972    -6.05897548438903     0                   -4.94529220852329    -0.145354751081575  
