LAMMPS (29 Aug 2024 - Update 1)
KOKKOS mode with Kokkos version 4.3.1 is enabled (src/KOKKOS/kokkos.cpp:72)
  will use up to 1 GPU(s) per node
  using 20 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 1.6795962 1.6795962 1.6795962
Created orthogonal box = (0 0 0) to (67.183848 67.183848 67.183848)
  1 by 1 by 1 MPI processor grid
Created 256000 atoms
  using lattice units in orthogonal box = (0 0 0) to (67.183848 67.183848 67.183848)
  create_atoms CPU = 0.031 seconds
atom nlocal : 256000, nghost : 0, nmax : 262144
in PairLJCutKokkos::PairLJCutKokkos, addr 0x55a21ad59760
set use_relative_coord to: 0
set prec_type to half precision
perform Pair::init()
PairLJCutKokkos init m_cutsq[1][1] = 16.000000
initialize p_fhcut to: -1.000000, fhcut_value to -1.000000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
cut_sq in NPairKokkos : 16.000000
Neighbor list info ...
  update: every = 20 steps, delay = 0 steps, check = no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 4.3
  ghost atom cutoff = 4.3
  binsize = 4.3, bins = 16 16 16
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/kk, perpetual
      attributes: full, newton off, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : lj
  Current step  : 0
  Time step     : 0.005
resize x_rel to 378796
lazy init ev_array
lazy init x_float_rel
x_float_rel extent : 378796, 3
lazy init x_half
x_half extent : 378796
Per MPI rank memory allocation (min/avg/max) = 275.4 | 275.4 | 275.4 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   1.44                -7.09904110973655     0                   -4.93904954723655    -5.55760887814013   
        10   1.12277257053695    -6.62723402735653     0                   -4.94308175029663    -3.06749732922902   
        20   0.629935093900569   -5.88161935662383     0                   -4.93672040679892     0.449501751916916  
        30   0.750545324284481   -6.05670531124361     0                   -4.9308917225434     -0.161259647950574  
        40   0.740175087701032   -6.03386656877503     0                   -4.92360827418689    -0.105529799413244  
        50   0.753158114837771   -6.04712927620038     0                   -4.91739651697955    -0.153669720747149  
        60   0.765672689879927   -6.06021535293163     0                   -4.91171080447516    -0.208765784767935  
        70   0.771657708017226   -6.06225250419187     0                   -4.90477046359791    -0.217892990510852  
        80   0.777363882324496   -6.06532759446126     0                   -4.89928632584102    -0.229284044514199  
        90   0.781782144183304   -6.06591019002234     0                   -4.89324155450213    -0.229386225109444  
       100   0.783175160306422   -6.06108803768523     0                   -4.88632988614255    -0.205221368322466  
       110   0.786243090836679   -6.0600148399673      0                   -4.88065481060539    -0.196245222970235  
       120   0.788189897021292   -6.05616719163197     0                   -4.87388696440021    -0.177565830071861  
       130   0.792067023268248   -6.05617926385378     0                   -4.86808336996912    -0.171736332584793  
       140   0.793489150029178   -6.05217179207842     0                   -4.86194271638514    -0.147138510816659  
       150   0.794068315016141   -6.04611419805646     0                   -4.85501637827628    -0.11349793346412   
       160   0.797611540868018   -6.0448836514514      0                   -4.8484710136545     -0.104478826364527  
       170   0.801077680244402   -6.04460347053629     0                   -4.84299164398422    -0.0981279431287056 
       180   0.802190050747282   -6.03842769825149     0                   -4.83514732246289    -0.0650945729506825 
       190   0.803798898961262   -6.03462837819852     0                   -4.8289347395158     -0.0454235355468076 
       200   0.806873356305797   -6.03327799739296     0                   -4.82297269070784    -0.0328613817884936 
       210   0.806713951786992   -6.02579322471296     0                   -4.81572702387203     0.00719785405093396
       220   0.809772938162696   -6.02455944648233     0                   -4.8099047840016      0.0216178742862979 
       230   0.810842127016003   -6.01918857084883     0                   -4.80293013135291     0.0526516060522801 
       240   0.812607415311365   -6.0142760373744      0                   -4.79536967577893     0.0826312922984501 
       250   0.814658600111568   -6.01070316495402     0                   -4.7887200381769      0.102676703663936  
       260   0.817336185130625   -6.00970439103673     0                   -4.78370490242001     0.111466619383379  
       270   0.816981964306332   -6.00130075478629     0                   -4.77583259533049     0.153795645977782  
       280   0.819181790246597   -5.99843055373433     0                   -4.76966266825773     0.176831559667677  
       290   0.819371319559033   -5.99072839165174     0                   -4.76167621331702     0.219825901614191  
       300   0.820861969888481   -5.98588343814516     0                   -4.75459529305054     0.246419769330553  
       310   0.82240556676444    -5.98113399224648     0                   -4.74753046088244     0.274222156954755  
       320   0.823249772737105   -5.9744189996551      0                   -4.73954916427858     0.309350850336066  
       330   0.827416046726403   -5.97463337966043     0                   -4.73351415771172     0.315609262063839  
       340   0.827802001428672   -5.96872495776137     0                   -4.72702680602071     0.348188934606465  
       350   0.82917994427701    -5.96188408848256     0                   -4.71811903054328     0.386283056223842  
       360   0.831926283634792   -5.95850644376902     0                   -4.7106218928849      0.411945148584179  
       370   0.83364299588369    -5.95331075492223     0                   -4.70285114572362     0.441170130793115  
       380   0.83586426573452    -5.94950996696807     0                   -4.69571846600847     0.464691988676081  
       390   0.835985841202861   -5.94243201338443     0                   -4.68845814993468     0.500522944711375  
       400   0.838329087923827   -5.93843796705244     0                   -4.6809492472512      0.524919510595587  
       410   0.840562538284855   -5.93310394450714     0                   -4.67226506225098     0.555438049177705  
       420   0.841819729892959   -5.92730696989607     0                   -4.66458230759411     0.58613173307815   
       430   0.84418395338787    -5.9237982585243      0                   -4.65752727483285     0.610328124648399  
       440   0.846902610353182   -5.9190333595927      0                   -4.64868440638291     0.640387815200072  
       450   0.848772707123858   -5.91428078654202     0                   -4.64112669913381     0.668591376840021  
