LAMMPS (29 Aug 2024 - Update 1)
KOKKOS mode with Kokkos version 4.3.1 is enabled (src/KOKKOS/kokkos.cpp:72)
  will use up to 1 GPU(s) per node
  using 20 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 1.6795962 1.6795962 1.6795962
Created orthogonal box = (0 0 0) to (268.73539 268.73539 268.73539)
  1 by 1 by 1 MPI processor grid
Created 16384000 atoms
  using lattice units in orthogonal box = (0 0 0) to (268.73539 268.73539 268.73539)
  create_atoms CPU = 2.830 seconds
atom nlocal : 16384000, nghost : 0, nmax : 16384000
in PairLJCutKokkos::PairLJCutKokkos, addr 0x555d73d3a290
set use_relative_coord to: 0
set prec_type to default precision
perform Pair::init()
PairLJCutKokkos init m_cutsq[1][1] = 10.240000
initialize p_fhcut to: -1.000000, fhcut_value to -1.000000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
cut_sq in NPairKokkos : 10.240000
Neighbor list info ...
  update: every = 20 steps, delay = 0 steps, check = no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 3.5
  ghost atom cutoff = 3.5
  binsize = 3.5, bins = 77 77 77
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/kk, perpetual
      attributes: full, newton off, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : lj
  Current step  : 0
  Time step     : 0.005
resize x_rel to 17918936
grow: resize d_neighbors to : 18022400 * 16
resize d_neighbors to : 18022400 * 168
Per MPI rank memory allocation (min/avg/max) = 1.261e+04 | 1.261e+04 | 1.261e+04 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   1.44                -7.03579224115781     0                   -4.87579237299375    -5.46183929201096   
        20   0.630374517377425   -5.79006963563204     0                   -4.84450791727841     0.579283944684152  
resize d_neighbors to : 18022400 * 205
        40   0.733143162584408   -5.94236367922561     0                   -4.84264900247026     0.0214406408410908 
        60   0.752960323273777   -5.97198933834935     0                   -4.84254892237426    -0.102150839071694  
        80   0.758746830147924   -5.98076026482461     0                   -4.84264008906807    -0.147797170447177  
       100   0.761125094247662   -5.98443416098921     0                   -4.8427465893008     -0.164069607508708  
       120   0.762179373808152   -5.98609537117736     0                   -4.84282638024474    -0.169215196805611  
       140   0.761911219022813   -5.98574689650703     0                   -4.84288013772787    -0.164430829231768  
       160   0.761311040796489   -5.98489209584456     0                   -4.84292560434993    -0.156379908166918  
       180   0.759908365768384   -5.9828152460279      0                   -4.84295276694701    -0.142559018111421  
       200   0.758482308447037   -5.98069880535254     0                   -4.84297541212312    -0.128170036004117  
       220   0.756979305173891   -5.97846148614908     0                   -4.84299259769177    -0.113370057898118  
       240   0.755356581329549   -5.97603959941257     0                   -4.84300479657321    -0.0977527483790727 
       260   0.753592013861351   -5.97340261470686     0                   -4.84301466290824    -0.0814172000540851 
       280   0.751684506453134   -5.97054860510092     0                   -4.84302191423999    -0.064324637879834  
       300   0.74999434241558    -5.96802051582593     0                   -4.84302907086659    -0.0482171203607864 
       320   0.748188417270758   -5.96531733414818     0                   -4.84303477674074    -0.0315324543640431 
       340   0.74643402943862    -5.96269201026956     0                   -4.84304103444971    -0.0147527833826361 
       360   0.744612012410854   -5.95996153413545     0                   -4.84304358369043     0.00244289329362239
       380   0.74279226259686    -5.95723959523842     0                   -4.84305126934779     0.019160171971583  
       400   0.740576672096083   -5.95391841667871     0                   -4.84305347633641     0.0382324770267097 
       420   0.739114512970369   -5.95172942658454     0                   -4.84305772479694     0.0525290700504114 
       440   0.737211610154338   -5.94887826895798     0                   -4.84306092122021     0.0695664408442451 
       460   0.735579330115164   -5.94643205041663     0                   -4.84306312258818     0.0848208612989408 
       480   0.733783474250584   -5.94374126335569     0                   -4.8430661191597      0.101051611549024  
       500   0.732107336324099   -5.94122826079525     0                   -4.84306732333553     0.116340746529888  
       520   0.73035792907028    -5.93860785711183     0                   -4.84307103037268     0.131758807343568  
       540   0.728747448158421   -5.93619359770686     0                   -4.84307249218805     0.146588661377592  
       560   0.727310255840565   -5.9340383378548      0                   -4.8430730206812      0.159625521079544  
       580   0.725711870568019   -5.93164071430702     0                   -4.8430729748959      0.173600741723599  
       600   0.724118695624542   -5.9292486150362      0                   -4.84307063789444     0.187810626112035  
       620   0.722839321094041   -5.92732887477188     0                   -4.84306995930873     0.19942453476219   
       640   0.721314034573973   -5.92503975265607     0                   -4.84306876683338     0.212644053444588  
       660   0.720002816593696   -5.92306938468917     0                   -4.84306522571685     0.223996291732471  
       680   0.718667535004284   -5.92106315305375     0                   -4.8430619163433      0.23579017128081   
